0	0.9984	-0.0463	-0.0335	0.0000	0.0473	0.9984	0.0296	0.0000	0.0321	-0.0311	0.9990	0.0000	-0.3039	0.3001	0.3028	1.0000
1	0.9984	-0.0463	-0.0335	0.0000	0.0473	0.9984	0.0296	0.0000	0.0321	-0.0311	0.9990	0.0000	-0.3039	0.3001	0.3028	1.0000
2	0.9986	-0.0414	-0.0331	0.0000	0.0428	0.9982	0.0424	0.0000	0.0313	-0.0437	0.9986	0.0000	-0.3035	0.3011	0.3048	1.0000
3	0.9989	-0.0361	-0.0284	0.0000	0.0369	0.9989	0.0288	0.0000	0.0273	-0.0298	0.9992	0.0000	-0.3040	0.3012	0.3033	1.0000
4	0.9989	-0.0361	-0.0284	0.0000	0.0369	0.9989	0.0288	0.0000	0.0273	-0.0298	0.9992	0.0000	-0.3040	0.3012	0.3033	1.0000
5	0.9989	-0.0361	-0.0284	0.0000	0.0369	0.9989	0.0288	0.0000	0.0273	-0.0298	0.9992	0.0000	-0.3040	0.3012	0.3033	1.0000
6	0.9996	-0.0237	-0.0130	0.0000	0.0239	0.9996	0.0139	0.0000	0.0127	-0.0142	0.9998	0.0000	-0.3032	0.3010	0.2985	1.0000
7	0.9998	-0.0183	-0.0115	0.0000	0.0187	0.9992	0.0348	0.0000	0.0109	-0.0350	0.9993	0.0000	-0.3042	0.3019	0.2985	1.0000
8	0.9998	-0.0183	-0.0115	0.0000	0.0187	0.9992	0.0348	0.0000	0.0109	-0.0350	0.9993	0.0000	-0.3042	0.3019	0.2985	1.0000
9	0.9991	-0.0281	-0.0317	0.0000	0.0297	0.9982	0.0512	0.0000	0.0302	-0.0521	0.9982	0.0000	-0.3050	0.3009	0.2983	1.0000
10	0.9991	-0.0281	-0.0317	0.0000	0.0297	0.9982	0.0512	0.0000	0.0302	-0.0521	0.9982	0.0000	-0.3050	0.3009	0.2983	1.0000
11	0.9972	-0.0466	-0.0587	0.0000	0.0501	0.9970	0.0586	0.0000	0.0558	-0.0614	0.9966	0.0000	-0.3051	0.2993	0.2972	1.0000
12	0.9972	-0.0466	-0.0587	0.0000	0.0501	0.9970	0.0586	0.0000	0.0558	-0.0614	0.9966	0.0000	-0.3051	0.2993	0.2972	1.0000
13	0.9950	-0.0648	-0.0766	0.0000	0.0693	0.9959	0.0586	0.0000	0.0725	-0.0636	0.9953	0.0000	-0.3048	0.2972	0.2967	1.0000
