0	0.9995	-0.0090	-0.0295	0.0000	0.0120	0.9946	0.1031	0.0000	0.0284	-0.1034	0.9942	0.0000	-0.1472	-0.1212	0.0619	1.0000
1	0.9995	-0.0090	-0.0306	0.0000	0.0121	0.9946	0.1031	0.0000	0.0295	-0.1034	0.9942	0.0000	-0.1470	-0.1212	0.0617	1.0000
2	0.9995	-0.0090	-0.0306	0.0000	0.0121	0.9946	0.1031	0.0000	0.0295	-0.1034	0.9942	0.0000	-0.1470	-0.1212	0.0617	1.0000
3	0.9995	-0.0087	-0.0314	0.0000	0.0119	0.9947	0.1025	0.0000	0.0303	-0.1028	0.9942	0.0000	-0.1467	-0.1212	0.0614	1.0000
4	0.9995	-0.0089	-0.0314	0.0000	0.0121	0.9946	0.1028	0.0000	0.0303	-0.1031	0.9942	0.0000	-0.1468	-0.1216	0.0616	1.0000
5	0.9994	-0.0089	-0.0321	0.0000	0.0121	0.9947	0.1019	0.0000	0.0311	-0.1023	0.9943	0.0000	-0.1465	-0.1217	0.0613	1.0000
6	0.9994	-0.0092	-0.0337	0.0000	0.0126	0.9948	0.1006	0.0000	0.0326	-0.1010	0.9944	0.0000	-0.1459	-0.1220	0.0606	1.0000
7	0.9994	-0.0092	-0.0335	0.0000	0.0125	0.9948	0.1010	0.0000	0.0324	-0.1013	0.9943	0.0000	-0.1464	-0.1228	0.0602	1.0000
8	0.9994	-0.0091	-0.0345	0.0000	0.0126	0.9946	0.1033	0.0000	0.0334	-0.1037	0.9940	0.0000	-0.1462	-0.1229	0.0602	1.0000
9	0.9994	-0.0091	-0.0345	0.0000	0.0126	0.9946	0.1033	0.0000	0.0334	-0.1037	0.9940	0.0000	-0.1462	-0.1229	0.0602	1.0000
10	0.9994	-0.0090	-0.0344	0.0000	0.0126	0.9945	0.1038	0.0000	0.0333	-0.1042	0.9940	0.0000	-0.1466	-0.1234	0.0606	1.0000
11	0.9994	-0.0087	-0.0326	0.0000	0.0121	0.9946	0.1028	0.0000	0.0316	-0.1031	0.9942	0.0000	-0.1464	-0.1236	0.0606	1.0000
12	0.9994	-0.0087	-0.0326	0.0000	0.0121	0.9946	0.1028	0.0000	0.0316	-0.1031	0.9942	0.0000	-0.1464	-0.1236	0.0606	1.0000
13	0.9994	-0.0087	-0.0326	0.0000	0.0121	0.9946	0.1028	0.0000	0.0316	-0.1031	0.9942	0.0000	-0.1464	-0.1236	0.0606	1.0000
14	0.9995	-0.0084	-0.0303	0.0000	0.0115	0.9946	0.1027	0.0000	0.0293	-0.1030	0.9942	0.0000	-0.1463	-0.1237	0.0606	1.0000
15	0.9995	-0.0084	-0.0303	0.0000	0.0115	0.9946	0.1027	0.0000	0.0293	-0.1030	0.9942	0.0000	-0.1463	-0.1237	0.0606	1.0000
16	0.9996	-0.0081	-0.0281	0.0000	0.0110	0.9947	0.1027	0.0000	0.0272	-0.1030	0.9943	0.0000	-0.1464	-0.1235	0.0607	1.0000
17	0.9996	-0.0081	-0.0281	0.0000	0.0110	0.9947	0.1027	0.0000	0.0272	-0.1030	0.9943	0.0000	-0.1464	-0.1235	0.0607	1.0000
18	0.9996	-0.0081	-0.0270	0.0000	0.0108	0.9946	0.1029	0.0000	0.0260	-0.1031	0.9943	0.0000	-0.1462	-0.1235	0.0607	1.0000
19	0.9996	-0.0081	-0.0270	0.0000	0.0108	0.9946	0.1029	0.0000	0.0260	-0.1031	0.9943	0.0000	-0.1462	-0.1235	0.0607	1.0000
20	0.9996	-0.0085	-0.0273	0.0000	0.0112	0.9946	0.1033	0.0000	0.0263	-0.1036	0.9943	0.0000	-0.1460	-0.1236	0.0607	1.0000
21	0.9996	-0.0084	-0.0272	0.0000	0.0112	0.9946	0.1035	0.0000	0.0262	-0.1037	0.9943	0.0000	-0.1465	-0.1235	0.0609	1.0000
22	0.9996	-0.0089	-0.0277	0.0000	0.0118	0.9946	0.1035	0.0000	0.0266	-0.1038	0.9942	0.0000	-0.1462	-0.1235	0.0607	1.0000
23	0.9996	-0.0095	-0.0277	0.0000	0.0123	0.9946	0.1032	0.0000	0.0266	-0.1035	0.9943	0.0000	-0.1460	-0.1236	0.0605	1.0000
